[443, 124, 62, 59, 57, 52, 41, 34, 32, 25, 18, 14, 10, 8, 6, 5, 4, 4, 1, 1]
[173, 168, 94, 79, 74, 74, 72, 66, 54, 39, 37, 25, 14, 9, 9, 4, 4, 4, 1]
[156, 96, 88, 77, 77, 73, 65, 59, 58, 49, 46, 42, 25, 25, 16, 14, 11, 8, 8, 7]
[238, 127, 73, 68, 62, 60, 60, 51, 45, 38, 35, 32, 21, 19, 19, 19, 17, 9, 6, 1]
[227, 124, 123, 119, 110, 79, 55, 51, 30, 27, 20, 17, 12, 2, 2, 1, 1]
[251, 118, 95, 83, 58, 50, 40, 39, 31, 29, 29, 28, 26, 25, 22, 20, 18, 15, 15, 8]
[152, 142, 108, 81, 67, 63, 60, 60, 55, 40, 35, 31, 26, 22, 18, 12, 11, 10, 5, 2]
[222, 91, 87, 80, 78, 72, 53, 53, 42, 37, 34, 32, 32, 25, 25, 21, 5, 5, 4, 2]
[211, 123, 122, 102, 70, 69, 58, 57, 52, 29, 26, 23, 18, 18, 9, 7, 5, 1]
[265, 168, 93, 67, 55, 46, 45, 45, 35, 25, 22, 22, 21, 20, 20, 17, 17, 10, 4, 3]
[154, 143, 122, 101, 74, 63, 62, 58, 56, 44, 32, 26, 13, 13, 9, 8, 8, 8, 5, 1]
[206, 176, 127, 72, 68, 60, 60, 50, 46, 31, 30, 27, 14, 10, 7, 6, 3, 3, 2, 2]
[200, 134, 126, 126, 89, 49, 40, 35, 34, 26, 26, 22, 20, 19, 18, 17, 11, 6, 2]
[134, 131, 88, 74, 72, 68, 67, 67, 61, 54, 48, 32, 24, 18, 18, 16, 12, 12, 2, 2]
[227, 187, 101, 77, 74, 73, 70, 33, 22, 21, 18, 18, 17, 17, 13, 13, 6, 5, 4, 4]
[148, 106, 92, 74, 72, 60, 58, 58, 49, 48, 48, 35, 33, 29, 29, 22, 18, 15, 6]
[150, 143, 129, 99, 80, 79, 76, 37, 34, 29, 25, 22, 21, 16, 14, 12, 12, 11, 9, 2]
[151, 129, 106, 100, 81, 77, 65, 54, 47, 33, 33, 32, 19, 16, 15, 15, 9, 9, 9]
[175, 118, 90, 81, 62, 59, 59, 52, 52, 52, 38, 28, 26, 25, 24, 23, 19, 10, 4, 3]
[141, 118, 107, 87, 81, 79, 56, 53, 46, 45, 39, 34, 33, 23, 20, 16, 13, 7, 1, 1]
[202, 177, 70, 67, 66, 62, 62, 46, 45, 41, 41, 30, 30, 18, 16, 8, 8, 8, 2, 1]
[115, 115, 104, 88, 82, 78, 73, 70, 53, 38, 24, 24, 22, 19, 19, 17, 17, 17, 15, 10]
[182, 153, 89, 74, 70, 69, 63, 55, 45, 38, 36, 32, 21, 19, 13, 12, 12, 10, 6, 1]
[172, 116, 112, 83, 77, 56, 51, 51, 51, 43, 33, 33, 32, 29, 17, 16, 16, 5, 4, 3]
[281, 213, 86, 84, 58, 50, 35, 32, 30, 30, 24, 21, 19, 12, 7, 4, 4, 4, 3, 3]
[151, 143, 103, 88, 81, 58, 55, 52, 47, 44, 44, 32, 26, 20, 16, 14, 12, 7, 7]
[239, 138, 100, 100, 94, 60, 53, 50, 33, 21, 18, 17, 17, 16, 13, 11, 9, 7, 4]
[190, 127, 111, 96, 73, 67, 52, 47, 47, 38, 29, 20, 18, 16, 14, 14, 13, 11, 11, 6]
[135, 117, 107, 104, 86, 70, 69, 56, 45, 42, 40, 33, 26, 23, 15, 15, 7, 6, 3, 1]
[187, 169, 131, 94, 68, 64, 61, 52, 36, 35, 27, 24, 12, 7, 7, 7, 7, 5, 4, 3]
[237, 150, 97, 91, 81, 54, 49, 44, 41, 28, 25, 22, 17, 16, 14, 11, 9, 6, 6, 2]
[135, 116, 111, 107, 82, 78, 75, 61, 57, 57, 49, 33, 21, 7, 3, 3, 2, 2, 1]
[156, 98, 82, 82, 82, 78, 73, 67, 58, 52, 48, 27, 24, 22, 15, 14, 7, 6, 5, 4]
[189, 156, 100, 73, 71, 69, 64, 57, 45, 45, 42, 30, 28, 9, 8, 7, 7]
[129, 117, 115, 80, 78, 77, 57, 55, 44, 38, 35, 28, 28, 26, 23, 22, 15, 14, 11, 8]
[222, 184, 137, 134, 38, 34, 33, 32, 32, 29, 22, 20, 20, 18, 17, 11, 7, 5, 5]
[170, 136, 134, 82, 75, 73, 45, 30, 30, 30, 28, 28, 27, 19, 19, 17, 16, 16, 14, 11]
[321, 126, 118, 89, 72, 52, 32, 30, 27, 21, 17, 17, 15, 15, 14, 14, 13, 5, 1, 1]
[194, 100, 96, 91, 64, 59, 58, 53, 49, 49, 43, 28, 28, 23, 23, 19, 18, 2, 2, 1]
[228, 125, 95, 81, 76, 75, 73, 57, 54, 27, 27, 19, 19, 12, 12, 9, 4, 3, 3, 1]
[237, 170, 105, 98, 83, 62, 53, 38, 35, 25, 23, 22, 14, 10, 8, 6, 6, 2, 2, 1]
[167, 133, 117, 85, 63, 57, 57, 55, 55, 52, 28, 26, 24, 23, 20, 15, 12, 8, 2, 1]
[350, 181, 98, 61, 47, 38, 30, 29, 29, 29, 22, 19, 15, 13, 9, 8, 8, 8, 3, 3]
[154, 121, 89, 89, 88, 77, 67, 57, 56, 34, 27, 24, 23, 22, 19, 18, 12, 11, 6, 6]
[241, 110, 89, 80, 63, 54, 52, 49, 49, 48, 42, 37, 23, 19, 15, 14, 7, 6, 2]
[314, 93, 76, 60, 52, 52, 47, 37, 34, 34, 34, 32, 31, 25, 25, 25, 16, 6, 5, 2]
[179, 150, 137, 82, 67, 64, 61, 56, 35, 35, 29, 22, 19, 14, 13, 10, 9, 8, 8, 2]
[169, 128, 124, 109, 87, 77, 70, 59, 51, 34, 29, 29, 8, 8, 5, 5, 4, 2, 2]
[126, 115, 110, 84, 68, 65, 62, 60, 53, 43, 41, 31, 28, 27, 17, 17, 17, 14, 11, 11]
[165, 154, 113, 80, 76, 72, 72, 57, 39, 32, 31, 24, 22, 14, 14, 10, 9, 9, 6, 1]
[212, 190, 162, 104, 60, 42, 40, 30, 27, 23, 19, 19, 14, 13, 13, 10, 10, 7, 3, 2]
[152, 138, 136, 123, 101, 82, 57, 55, 30, 25, 19, 19, 18, 17, 13, 8, 5, 2]
[256, 133, 96, 89, 80, 61, 58, 39, 30, 30, 29, 20, 19, 16, 15, 13, 6, 6, 3, 1]
[157, 131, 118, 108, 84, 69, 61, 45, 44, 36, 35, 32, 24, 19, 12, 9, 4, 4, 4, 4]
[171, 132, 115, 70, 67, 66, 64, 64, 57, 29, 29, 26, 26, 26, 23, 14, 8, 6, 6, 1]
[115, 99, 92, 85, 83, 55, 52, 52, 52, 47, 46, 43, 43, 43, 31, 22, 22, 8, 8, 2]
[219, 125, 103, 68, 66, 56, 50, 49, 48, 37, 35, 32, 31, 22, 16, 14, 12, 9, 4, 4]
[177, 170, 115, 88, 82, 62, 59, 56, 53, 30, 24, 24, 17, 14, 12, 10, 3, 3, 1]
[187, 106, 79, 76, 69, 69, 65, 60, 51, 46, 45, 39, 33, 24, 14, 13, 10, 6, 6, 2]
[120, 108, 102, 90, 72, 71, 66, 66, 56, 39, 38, 35, 32, 27, 26, 18, 18, 6, 5, 5]
[187, 135, 112, 87, 68, 44, 44, 44, 38, 36, 33, 28, 28, 28, 24, 19, 18, 11, 8, 8]
[199, 191, 177, 106, 59, 54, 45, 37, 26, 23, 17, 15, 12, 12, 12, 6, 4, 4, 1]
[184, 147, 142, 138, 84, 69, 53, 33, 30, 30, 24, 16, 16, 10, 7, 6, 3, 3, 3, 2]
[185, 143, 134, 114, 73, 72, 61, 36, 34, 29, 23, 16, 15, 12, 11, 11, 11, 10, 7, 3]
[261, 261, 156, 38, 37, 36, 34, 33, 31, 30, 19, 18, 15, 9, 7, 6, 6, 1, 1, 1]
[173, 136, 111, 81, 61, 60, 60, 49, 48, 46, 36, 36, 33, 25, 13, 13, 7, 4, 4, 4]
[229, 130, 89, 70, 65, 65, 53, 53, 43, 41, 27, 26, 20, 19, 19, 17, 11, 11, 11, 1]
[335, 129, 100, 95, 73, 71, 29, 25, 23, 22, 19, 18, 13, 11, 11, 9, 9, 8]
[112, 110, 105, 101, 76, 76, 70, 62, 59, 44, 37, 32, 26, 22, 21, 20, 10, 8, 6, 3]
[129, 86, 84, 82, 79, 69, 65, 63, 63, 63, 58, 57, 39, 24, 22, 6, 4, 3, 3, 1]
[141, 130, 121, 110, 60, 58, 58, 58, 52, 45, 33, 32, 28, 26, 22, 18, 6, 1, 1]
[220, 118, 100, 92, 90, 80, 73, 72, 25, 23, 19, 17, 14, 13, 12, 12, 9, 6, 3, 2]
[248, 138, 74, 67, 61, 53, 46, 46, 45, 40, 35, 35, 32, 28, 11, 11, 11, 9, 9, 1]
[242, 140, 110, 107, 96, 61, 41, 33, 33, 24, 22, 21, 19, 16, 11, 11, 6, 3, 3, 1]
[146, 122, 107, 96, 75, 72, 65, 57, 52, 31, 31, 31, 25, 25, 25, 22, 10, 3, 3, 2]
[136, 128, 121, 116, 92, 71, 61, 53, 38, 31, 28, 27, 25, 24, 11, 11, 10, 10, 7]
[197, 108, 88, 86, 68, 65, 57, 55, 55, 48, 46, 45, 19, 18, 17, 12, 9, 4, 3]
[242, 75, 74, 68, 64, 60, 53, 49, 47, 38, 36, 33, 28, 28, 28, 26, 25, 18, 4, 4]
[171, 162, 157, 101, 80, 58, 51, 45, 35, 34, 33, 27, 18, 17, 10, 1]
[163, 88, 88, 66, 63, 63, 62, 59, 57, 50, 49, 46, 41, 31, 27, 26, 13, 4, 2, 2]
[275, 109, 92, 66, 64, 50, 37, 37, 37, 37, 35, 34, 32, 21, 20, 18, 10, 10, 9, 7]
[159, 129, 123, 105, 78, 62, 56, 49, 45, 43, 41, 36, 26, 16, 13, 11, 5, 3]
[184, 121, 88, 68, 58, 57, 57, 44, 41, 41, 41, 40, 40, 31, 31, 27, 17, 7, 6, 1]
[153, 123, 122, 92, 80, 77, 47, 45, 40, 40, 39, 29, 26, 15, 14, 14, 14, 11, 10, 9]
[241, 215, 83, 56, 56, 51, 50, 39, 39, 36, 27, 27, 23, 11, 10, 10, 10, 10, 4, 2]
[173, 138, 89, 56, 55, 54, 52, 52, 46, 45, 44, 40, 39, 31, 28, 19, 19, 13, 7]
[134, 118, 106, 81, 78, 75, 63, 54, 53, 40, 40, 40, 24, 23, 22, 18, 14, 7, 5, 5]
[231, 137, 99, 93, 69, 58, 50, 43, 41, 33, 32, 28, 23, 16, 14, 10, 9, 8, 5, 1]
[173, 149, 106, 100, 98, 91, 90, 43, 35, 31, 17, 14, 13, 12, 10, 8, 3, 3, 3, 1]
[187, 128, 92, 89, 79, 65, 53, 46, 46, 44, 34, 34, 34, 29, 17, 10, 8, 3, 1, 1]
[200, 171, 113, 79, 70, 58, 58, 55, 46, 39, 20, 19, 17, 16, 16, 13, 8, 1, 1]
[196, 129, 104, 92, 65, 65, 54, 54, 48, 44, 38, 23, 16, 16, 15, 14, 14, 10, 3]
[163, 110, 92, 70, 67, 65, 63, 62, 59, 48, 41, 39, 33, 22, 16, 16, 12, 9, 8, 5]
[205, 169, 128, 94, 71, 61, 44, 44, 36, 31, 27, 26, 23, 11, 11, 8, 3, 3, 3, 2]
[158, 136, 112, 102, 102, 83, 65, 42, 37, 37, 34, 34, 18, 17, 6, 4, 4, 3, 3, 3]
[161, 149, 122, 99, 70, 65, 65, 59, 35, 30, 30, 28, 27, 16, 13, 10, 8, 5, 4, 4]
[179, 172, 90, 82, 74, 64, 40, 37, 37, 37, 37, 32, 28, 27, 21, 21, 12, 5, 4, 1]
[162, 95, 92, 85, 72, 66, 56, 54, 52, 44, 42, 41, 28, 28, 27, 21, 17, 17, 1]
[260, 165, 90, 90, 75, 53, 51, 50, 38, 31, 28, 16, 15, 9, 8, 7, 6, 6, 1, 1]
[152, 124, 102, 97, 87, 76, 66, 43, 43, 39, 31, 26, 26, 22, 18, 16, 16, 13, 2, 1]
[126, 115, 104, 97, 95, 94, 72, 58, 42, 42, 37, 23, 21, 20, 18, 18, 13, 5]
[141, 123, 92, 89, 81, 80, 79, 61, 51, 39, 38, 35, 22, 20, 17, 8, 7, 7, 5, 5]
[229, 157, 85, 73, 71, 58, 52, 51, 48, 36, 33, 31, 28, 18, 13, 10, 6, 1]
[167, 153, 103, 83, 82, 72, 66, 63, 37, 33, 20, 20, 17, 17, 16, 16, 16, 7, 7, 5]
